run_path,folder_name,status,complete,needs_attention,orientation,termination,layers,calculation_type,formula,nat,ntyp,n_C,n_H,n_other,species,pseudopotentials,pseudo_consistency,cutoff_notes,relax_converged,functional_reference,pseudo_set_reference,a0_reference_angstrom,bulk_modulus_reference_gpa,energy_ry,energy_ev,energy_per_atom_ry,energy_per_atom_ev,energy_per_C_ry,bulk_reference_energy_per_C_ry,carbon_bulk_subtracted_energy_ry,surface_energy_status,surface_energy_ev_angstrom2,surface_energy_j_m2,cell_area_angstrom2,cell_height_angstrom,carbon_zmin_angstrom,carbon_zmax_angstrom,carbon_thickness_angstrom,vacuum_estimate_angstrom,pressure_kbar,stress_xx_kbar,stress_yy_kbar,stress_zz_kbar,stress_xy_kbar,stress_xz_kbar,stress_yz_kbar,final_force_ry_bohr,scf_iterations,ionic_steps,wall_time,warnings,errors
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_x_p0p005_scf,C110_1x1_H_6L_SSSP_sym_strain_x_p0p005_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93881098,-3074.0541267680273,-14.12117568625,-192.1283829230017,-18.828234248333334,-18.434062040006033,-4.730066499927602,not_computed_missing_H_chemical_potential,,,9.075549029405904,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,12.93,-4.8,47.02,-3.45,0.0,0.0,0.0,0.002803,13,,47.77,"negative rho (up, down):  9.030E-08 0.000E+00; negative rho (up, down):  1.059E-06 0.000E+00; negative rho (up, down):  7.970E-06 0.000E+00; negative rho (up, down):  1.619E-05 0.000E+00; negative rho (up, down):  2.137E-05 0.000E+00; negative rho (up, down):  2.062E-05 0.000E+00; negative rho (up, down):  2.084E-05 0.000E+00; negative rho (up, down):  2.050E-05 0.000E+00; negative rho (up, down):  2.043E-05 0.000E+00; negative rho (up, down):  2.042E-05 0.000E+00; negative rho (up, down):  2.047E-05 0.000E+00; negative rho (up, down):  2.053E-05 0.000E+00; negative rho (up, down):  2.058E-05 0.000E+00; negative rho (up, down):  2.074E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_x_p0p010_scf,C110_1x1_H_6L_SSSP_sym_strain_x_p0p010_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.938309,-3074.0472969821935,-14.1211443125,-192.1279560613871,-18.828192416666667,-18.434062040006033,-4.729564519927607,not_computed_missing_H_chemical_potential,,,9.12070101462683,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,2.64,-31.37,43.31,-4.02,0.0,0.0,0.0,0.00532,13,,48.66,"negative rho (up, down):  6.663E-08 0.000E+00; negative rho (up, down):  9.754E-07 0.000E+00; negative rho (up, down):  8.029E-06 0.000E+00; negative rho (up, down):  1.696E-05 0.000E+00; negative rho (up, down):  2.228E-05 0.000E+00; negative rho (up, down):  2.097E-05 0.000E+00; negative rho (up, down):  2.144E-05 0.000E+00; negative rho (up, down):  2.081E-05 0.000E+00; negative rho (up, down):  2.073E-05 0.000E+00; negative rho (up, down):  2.068E-05 0.000E+00; negative rho (up, down):  2.071E-05 0.000E+00; negative rho (up, down):  2.076E-05 0.000E+00; negative rho (up, down):  2.080E-05 0.000E+00; negative rho (up, down):  2.093E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_y_m0p005_scf,C110_1x1_H_6L_SSSP_sym_strain_y_m0p005_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93620885,-3074.018722985781,-14.121013053125,-192.12617018661132,-18.82801740416667,-18.434062040006033,-4.727464369927617,not_computed_missing_H_chemical_potential,,,8.985245058964056,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,34.43,26.57,75.6,1.12,0.0,0.0,0.0,0.004901,13,,46.31,"negative rho (up, down):  1.324E-07 0.000E+00; negative rho (up, down):  1.043E-06 0.000E+00; negative rho (up, down):  7.903E-06 0.000E+00; negative rho (up, down):  1.681E-05 0.000E+00; negative rho (up, down):  2.207E-05 0.000E+00; negative rho (up, down):  2.094E-05 0.000E+00; negative rho (up, down):  2.117E-05 0.000E+00; negative rho (up, down):  2.060E-05 0.000E+00; negative rho (up, down):  2.050E-05 0.000E+00; negative rho (up, down):  2.044E-05 0.000E+00; negative rho (up, down):  2.046E-05 0.000E+00; negative rho (up, down):  2.051E-05 0.000E+00; negative rho (up, down):  2.055E-05 0.000E+00; negative rho (up, down):  2.071E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_y_m0p010_scf,C110_1x1_H_6L_SSSP_sym_strain_y_m0p010_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93317483,-3073.977443040732,-14.120823426875,-192.12359019004575,-18.827764569166668,-18.434062040006033,-4.724430349927616,not_computed_missing_H_chemical_potential,,,8.940093073743132,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,45.56,30.66,100.68,5.32,0.0,0.0,0.0,0.009813,13,,47.52,"negative rho (up, down):  9.830E-08 0.000E+00; negative rho (up, down):  9.298E-07 0.000E+00; negative rho (up, down):  8.008E-06 0.000E+00; negative rho (up, down):  1.680E-05 0.000E+00; negative rho (up, down):  2.155E-05 0.000E+00; negative rho (up, down):  2.039E-05 0.000E+00; negative rho (up, down):  2.030E-05 0.000E+00; negative rho (up, down):  1.972E-05 0.000E+00; negative rho (up, down):  1.949E-05 0.000E+00; negative rho (up, down):  1.934E-05 0.000E+00; negative rho (up, down):  1.931E-05 0.000E+00; negative rho (up, down):  1.933E-05 0.000E+00; negative rho (up, down):  1.935E-05 0.000E+00; negative rho (up, down):  1.943E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_y_p0p000_scf,C110_1x1_H_6L_SSSP_sym_strain_y_p0p000_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93841531,-3074.0487434034294,-14.121150956875,-192.12804646271434,-18.828201275833333,-18.434062040006033,-4.729670829927613,not_computed_missing_H_chemical_potential,,,9.03039704418498,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,23.56,22.7,50.85,-2.89,0.0,0.0,0.0,0.000269,13,,49.06,"SCF correction compared to forces is large: reduce conv_thr to get better values; negative rho (up, down):  1.120E-07 0.000E+00; negative rho (up, down):  1.071E-06 0.000E+00; negative rho (up, down):  7.825E-06 0.000E+00; negative rho (up, down):  1.637E-05 0.000E+00; negative rho (up, down):  2.174E-05 0.000E+00; negative rho (up, down):  2.125E-05 0.000E+00; negative rho (up, down):  2.150E-05 0.000E+00; negative rho (up, down):  2.119E-05 0.000E+00; negative rho (up, down):  2.111E-05 0.000E+00; negative rho (up, down):  2.107E-05 0.000E+00; negative rho (up, down):  2.110E-05 0.000E+00; negative rho (up, down):  2.115E-05 0.000E+00; negative rho (up, down):  2.118E-05 0.000E+00; negative rho (up, down):  2.130E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_y_p0p005_scf,C110_1x1_H_6L_SSSP_sym_strain_y_p0p005_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93979961,-3074.067577764419,-14.121237475625,-192.1292236102762,-18.828316634166665,-18.434062040006033,-4.731055129927597,not_computed_missing_H_chemical_potential,,,9.075549029405906,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,12.93,19.06,26.42,-6.69,0.0,0.0,0.0,0.00489,13,,51.75,"negative rho (up, down):  1.161E-07 0.000E+00; negative rho (up, down):  9.021E-07 0.000E+00; negative rho (up, down):  7.532E-06 0.000E+00; negative rho (up, down):  1.712E-05 0.000E+00; negative rho (up, down):  2.257E-05 0.000E+00; negative rho (up, down):  2.165E-05 0.000E+00; negative rho (up, down):  2.189E-05 0.000E+00; negative rho (up, down):  2.148E-05 0.000E+00; negative rho (up, down):  2.141E-05 0.000E+00; negative rho (up, down):  2.135E-05 0.000E+00; negative rho (up, down):  2.138E-05 0.000E+00; negative rho (up, down):  2.144E-05 0.000E+00; negative rho (up, down):  2.156E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_y_p0p010_scf,C110_1x1_H_6L_SSSP_sym_strain_y_p0p010_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.940376,-3074.0754199498783,-14.1212735,-192.1297137468674,-18.828364666666666,-18.434062040006033,-4.731631519927589,not_computed_missing_H_chemical_potential,,,9.12070101462683,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,2.54,15.64,2.29,-10.31,0.0,0.0,0.0,0.009744,13,,,"negative rho (up, down):  1.234E-07 0.000E+00; negative rho (up, down):  1.242E-06 0.000E+00; negative rho (up, down):  8.598E-06 0.000E+00; negative rho (up, down):  1.853E-05 0.000E+00; negative rho (up, down):  2.457E-05 0.000E+00; negative rho (up, down):  2.418E-05 0.000E+00; negative rho (up, down):  2.452E-05 0.000E+00; negative rho (up, down):  2.416E-05 0.000E+00; negative rho (up, down):  2.407E-05 0.000E+00; negative rho (up, down):  2.403E-05 0.000E+00; negative rho (up, down):  2.412E-05 0.000E+00; negative rho (up, down):  2.430E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_stress_scf,C110_1x1_H_6L_SSSP_sym_stress_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93841531,-3074.0487434034294,-14.121150956875,-192.12804646271434,-18.828201275833333,-18.434062040006033,-4.729670829927613,not_computed_missing_H_chemical_potential,,,9.03039704418498,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,23.56,22.7,50.85,-2.89,0.0,0.0,0.0,0.000269,13,,48.21,"SCF correction compared to forces is large: reduce conv_thr to get better values; negative rho (up, down):  1.120E-07 0.000E+00; negative rho (up, down):  1.071E-06 0.000E+00; negative rho (up, down):  7.825E-06 0.000E+00; negative rho (up, down):  1.637E-05 0.000E+00; negative rho (up, down):  2.174E-05 0.000E+00; negative rho (up, down):  2.125E-05 0.000E+00; negative rho (up, down):  2.150E-05 0.000E+00; negative rho (up, down):  2.119E-05 0.000E+00; negative rho (up, down):  2.111E-05 0.000E+00; negative rho (up, down):  2.107E-05 0.000E+00; negative rho (up, down):  2.110E-05 0.000E+00; negative rho (up, down):  2.115E-05 0.000E+00; negative rho (up, down):  2.118E-05 0.000E+00; negative rho (up, down):  2.130E-05 0.000E+00",
results/slabs/C111_1x1_H_6L_sym,C111_1x1_H_6L_sym,JOB DONE,True,False,(111),H,6,relax,C6H2,8,2,6,2,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,True,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-112.984377169,-1537.2307634540234,-14.123047146125,-192.15384543175293,-18.830729528166668,-18.434062040006033,-2.3800049289637997,not_computed_missing_H_chemical_potential,,,5.529966224473207,14.82229584,5.1122633127,9.7100325273,4.5977692145999995,10.224526625400001,,,,,,,,0.000133,6,6,44.9,"negative rho (up, down):  3.665E-07 0.000E+00; negative rho (up, down):  1.336E-06 0.000E+00; negative rho (up, down):  5.260E-06 0.000E+00; negative rho (up, down):  4.654E-06 0.000E+00; negative rho (up, down):  4.178E-06 0.000E+00; negative rho (up, down):  2.963E-06 0.000E+00; negative rho (up, down):  2.699E-06 0.000E+00; negative rho (up, down):  2.501E-06 0.000E+00; negative rho (up, down):  2.384E-06 0.000E+00; negative rho (up, down):  2.347E-06 0.000E+00; negative rho (up, down):  2.331E-06 0.000E+00; negative rho (up, down):  2.321E-06 0.000E+00; negative rho (up, down):  2.322E-06 0.000E+00; negative rho (up, down):  2.337E-06 0.000E+00; negative rho (up, down):  2.135E-06 0.000E+00; negative rho (up, down):  1.565E-06 0.000E+00; negative rho (up, down):  1.397E-06 0.000E+00; negative rho (up, down):  1.409E-06 0.000E+00; negative rho (up, down):  1.540E-06 0.000E+00; negative rho (up, down):  1.490E-06 0.000E+00; negative rho (up, down):  1.536E-06 0.000E+00; negative rho (up, down):  1.524E-06 0.000E+00; negative rho (up, down):  1.528E-06 0.000E+00; negative rho (up, down):  1.733E-06 0.000E+00; negative rho (up, down):  1.949E-06 0.000E+00; negative rho (up, down):  1.943E-06 0.000E+00; negative rho (up, down):  1.932E-06 0.000E+00; negative rho (up, down):  1.908E-06 0.000E+00; negative rho (up, down):  1.883E-06 0.000E+00; negative rho (up, down):  1.865E-06 0.000E+00; negative rho (up, down):  1.882E-06 0.000E+00; negative rho (up, down):  1.897E-06 0.000E+00; negative rho (up, down):  1.898E-06 0.000E+00; negative rho (up, down):  1.896E-06 0.000E+00; negative rho (up, down):  1.893E-06 0.000E+00; negative rho (up, down):  1.895E-06 0.000E+00; negative rho (up, down):  1.936E-06 0.000E+00; negative rho (up, down):  1.947E-06 0.000E+00; negative rho (up, down):  1.935E-06 0.000E+00; negative rho (up, down):  1.925E-06 0.000E+00; negative rho (up, down):  1.921E-06 0.000E+00; negative rho (up, down):  1.927E-06 0.000E+00; negative rho (up, down):  1.928E-06 0.000E+00; negative rho (up, down):  1.974E-06 0.000E+00; negative rho (up, down):  1.983E-06 0.000E+00; negative rho (up, down):  1.967E-06 0.000E+00; negative rho (up, down):  1.951E-06 0.000E+00; negative rho (up, down):  1.958E-06 0.000E+00; negative rho (up, down):  1.965E-06 0.000E+00; negative rho (up, down):  1.968E-06 0.000E+00; negative rho (up, down):  1.993E-06 0.000E+00; negative rho (up, down):  1.990E-06 0.000E+00; negative rho (up, down):  1.979E-06 0.000E+00; negative rho (up, down):  1.973E-06 0.000E+00; negative rho (up, down):  1.978E-06 0.000E+00; negative rho (up, down):  1.980E-06 0.000E+00; negative rho (up, down):  1.981E-06 0.000E+00; negative rho (up, down):  1.984E-06 0.000E+00; negative rho (up, down):  1.982E-06 0.000E+00; pw.in declares H:H.pbe-kjpaw_psl.1.0.0.UPF but pw.out shows H:H_ONCV_PBE-1.0.oncvpsp.upf was actually read",
results/slabs/C111_1x1_H_6L_sym_strain_biaxial_m0p005_scf,C111_1x1_H_6L_sym_strain_biaxial_m0p005_scf,JOB DONE,True,False,(111),H,6,scf,C6H2,8,2,6,2,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-112.98364977,-1537.2208666864515,-14.12295622125,-192.15260833580643,-18.830608295,-18.434062040006033,-2.379277529963801,not_computed_missing_H_chemical_potential,,,5.474804811384088,14.82229584,5.1122633127,9.7100325273,4.5977692145999995,10.224526625400001,20.37,30.52,30.52,0.06,0.0,0.0,-0.0,0.002281,11,,9.32,"negative rho (up, down):  2.244E-07 0.000E+00; negative rho (up, down):  1.268E-06 0.000E+00; negative rho (up, down):  4.356E-06 0.000E+00; negative rho (up, down):  4.476E-06 0.000E+00; negative rho (up, down):  3.206E-06 0.000E+00; negative rho (up, down):  2.008E-06 0.000E+00; negative rho (up, down):  1.787E-06 0.000E+00; negative rho (up, down):  1.571E-06 0.000E+00; negative rho (up, down):  1.517E-06 0.000E+00; negative rho (up, down):  1.513E-06 0.000E+00; negative rho (up, down):  1.520E-06 0.000E+00; negative rho (up, down):  1.585E-06 0.000E+00",
results/slabs/C111_1x1_H_6L_sym_strain_biaxial_m0p010_scf,C111_1x1_H_6L_sym_strain_biaxial_m0p010_scf,JOB DONE,True,False,(111),H,6,scf,C6H2,8,2,6,2,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-112.98188077,-1537.1967982153171,-14.12273509625,-192.14959977691464,-18.830313461666666,-18.434062040006033,-2.377508529963805,not_computed_missing_H_chemical_potential,,,5.41991989660619,14.82229584,5.1122633127,9.7100325273,4.5977692145999995,10.224526625400001,40.34,59.18,59.18,2.68,0.0,0.0,-0.0,0.004907,12,,9.47,"negative rho (up, down):  3.069E-07 0.000E+00; negative rho (up, down):  1.512E-06 0.000E+00; negative rho (up, down):  4.544E-06 0.000E+00; negative rho (up, down):  4.255E-06 0.000E+00; negative rho (up, down):  2.991E-06 0.000E+00; negative rho (up, down):  2.182E-06 0.000E+00; negative rho (up, down):  2.015E-06 0.000E+00; negative rho (up, down):  1.832E-06 0.000E+00; negative rho (up, down):  1.771E-06 0.000E+00; negative rho (up, down):  1.740E-06 0.000E+00; negative rho (up, down):  1.730E-06 0.000E+00; negative rho (up, down):  1.747E-06 0.000E+00",
results/slabs/C111_1x1_H_6L_sym_strain_biaxial_p0p000_scf,C111_1x1_H_6L_sym_strain_biaxial_p0p000_scf,JOB DONE,True,False,(111),H,6,scf,C6H2,8,2,6,2,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-112.98437717,-1537.2307634676292,-14.12304714625,-192.15384543345365,-18.830729528333332,-18.434062040006033,-2.3800049299638033,not_computed_missing_H_chemical_potential,,,5.529966224473207,14.82229584,5.1122633127,9.7100325273,4.5977692145999995,10.224526625400001,1.31,3.19,3.19,-2.45,-0.0,0.0,-0.0,0.00013,12,,9.63,"SCF correction compared to forces is large: reduce conv_thr to get better values; negative rho (up, down):  3.740E-07 0.000E+00; negative rho (up, down):  1.637E-06 0.000E+00; negative rho (up, down):  4.616E-06 0.000E+00; negative rho (up, down):  4.554E-06 0.000E+00; negative rho (up, down):  3.489E-06 0.000E+00; negative rho (up, down):  2.467E-06 0.000E+00; negative rho (up, down):  2.277E-06 0.000E+00; negative rho (up, down):  2.089E-06 0.000E+00; negative rho (up, down):  2.018E-06 0.000E+00; negative rho (up, down):  1.986E-06 0.000E+00; negative rho (up, down):  1.969E-06 0.000E+00; negative rho (up, down):  1.984E-06 0.000E+00",
results/slabs/C111_1x1_H_6L_sym_strain_biaxial_p0p005_scf,C111_1x1_H_6L_sym_strain_biaxial_p0p005_scf,JOB DONE,True,False,(111),H,6,scf,C6H2,8,2,6,2,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-112.98410489,-1537.2270589095058,-14.12301311125,-192.15338236368822,-18.830684148333333,-18.434062040006033,-2.379732649963799,not_computed_missing_H_chemical_potential,,,5.585404135873551,14.82229584,5.1122633127,9.7100325273,4.5977692145999995,10.224526625400001,-16.83,-22.81,-22.81,-4.86,-0.0,0.0,-0.0,0.002066,12,,9.72,"negative rho (up, down):  2.737E-07 0.000E+00; negative rho (up, down):  1.477E-06 0.000E+00; negative rho (up, down):  4.959E-06 0.000E+00; negative rho (up, down):  4.550E-06 0.000E+00; negative rho (up, down):  3.652E-06 0.000E+00; negative rho (up, down):  2.482E-06 0.000E+00; negative rho (up, down):  2.302E-06 0.000E+00; negative rho (up, down):  2.106E-06 0.000E+00; negative rho (up, down):  2.021E-06 0.000E+00; negative rho (up, down):  2.000E-06 0.000E+00; negative rho (up, down):  1.980E-06 0.000E+00; negative rho (up, down):  1.982E-06 0.000E+00; negative rho (up, down):  1.995E-06 0.000E+00",
results/slabs/C111_1x1_H_6L_sym_strain_biaxial_p0p010_scf,C111_1x1_H_6L_sym_strain_biaxial_p0p010_scf,JOB DONE,True,False,(111),H,6,scf,C6H2,8,2,6,2,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-112.98286915,-1537.2102458102859,-14.12285864375,-192.15128072628573,-18.830478191666668,-18.434062040006033,-2.3784969099638005,not_computed_missing_H_chemical_potential,,,5.641118545585119,14.82229584,5.1122633127,9.7100325273,4.5977692145999995,10.224526625400001,-34.09,-47.55,-47.55,-7.17,0.0,0.0,0.0,0.003808,13,,10.31,"negative rho (up, down):  3.352E-07 0.000E+00; negative rho (up, down):  1.427E-06 0.000E+00; negative rho (up, down):  4.773E-06 0.000E+00; negative rho (up, down):  4.403E-06 0.000E+00; negative rho (up, down):  3.456E-06 0.000E+00; negative rho (up, down):  2.416E-06 0.000E+00; negative rho (up, down):  2.247E-06 0.000E+00; negative rho (up, down):  2.066E-06 0.000E+00; negative rho (up, down):  1.985E-06 0.000E+00; negative rho (up, down):  1.973E-06 0.000E+00; negative rho (up, down):  1.963E-06 0.000E+00; negative rho (up, down):  1.953E-06 0.000E+00; negative rho (up, down):  1.957E-06 0.000E+00; negative rho (up, down):  1.972E-06 0.000E+00",
results/slabs/C111_1x1_H_6L_sym_stress_scf,C111_1x1_H_6L_sym_stress_scf,JOB DONE,True,False,(111),H,6,scf,C6H2,8,2,6,2,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-112.98437717,-1537.2307634676292,-14.12304714625,-192.15384543345365,-18.830729528333332,-18.434062040006033,-2.3800049299638033,not_computed_missing_H_chemical_potential,,,5.529966224473207,14.82229584,5.1122633127,9.7100325273,4.5977692145999995,10.224526625400001,1.31,3.19,3.19,-2.45,-0.0,0.0,-0.0,0.00013,12,,9.39,"SCF correction compared to forces is large: reduce conv_thr to get better values; negative rho (up, down):  3.740E-07 0.000E+00; negative rho (up, down):  1.637E-06 0.000E+00; negative rho (up, down):  4.616E-06 0.000E+00; negative rho (up, down):  4.554E-06 0.000E+00; negative rho (up, down):  3.489E-06 0.000E+00; negative rho (up, down):  2.467E-06 0.000E+00; negative rho (up, down):  2.277E-06 0.000E+00; negative rho (up, down):  2.089E-06 0.000E+00; negative rho (up, down):  2.018E-06 0.000E+00; negative rho (up, down):  1.986E-06 0.000E+00; negative rho (up, down):  1.969E-06 0.000E+00; negative rho (up, down):  1.984E-06 0.000E+00",
